x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.11,2013-08-11 00:00:00,ON,2013,8,11,15.8,,9,,22.5,,,M,,M,,M,,,0,,0,,0,,2.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.12,2013-08-12 00:00:00,ON,2013,8,12,17.7,,12,,23.4,,,M,,M,,M,,,0,,0,,0,,0.3,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.13,2013-08-13 00:00:00,ON,2013,8,13,14.6,,10.8,,18.4,,,M,,M,,M,,,0,,0,,0,,3.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.14,2013-08-14 00:00:00,ON,2013,8,14,14.5,,8.6,,20.3,,,M,,M,,M,,,0,,0,,0,,3.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.15,2013-08-15 00:00:00,ON,2013,8,15,14.8,,8.4,,21.1,,,M,,M,,M,,,0,,0,,0,,3.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.16,2013-08-16 00:00:00,ON,2013,8,16,16.9,,9,,24.7,,,M,,M,,M,,,0,,0,,0,,1.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.17,2013-08-17 00:00:00,ON,2013,8,17,18.1,,10.6,,25.5,,,M,,M,,M,,,0,,0,,0.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.18,2013-08-18 00:00:00,ON,2013,8,18,18.7,,11.1,,26.3,,,M,,M,,M,,,0,,0,,0.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.19,2013-08-19 00:00:00,ON,2013,8,19,18.7,,10.9,,26.5,,,M,,M,,M,,,0,,0,,0.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.20,2013-08-20 00:00:00,ON,2013,8,20,20.5,,13.2,,27.7,,,M,,M,,M,,,0,,0,,2.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.21,2013-08-21 00:00:00,ON,2013,8,21,22.5,,15.6,,29.3,,,M,,M,,M,,,0,,0,,4.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.22,2013-08-22 00:00:00,ON,2013,8,22,21.7,,15.9,,27.5,,,M,,M,,M,,,0,,0,,3.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.23,2013-08-23 00:00:00,ON,2013,8,23,19.3,,12.9,,25.7,,,M,,M,,M,,,0,,0,,1.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.24,2013-08-24 00:00:00,ON,2013,8,24,18.2,,11.4,,24.9,,,M,,M,,M,,,0,,0,,0.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.25,2013-08-25 00:00:00,ON,2013,8,25,19.1,,10,,28.1,,,M,,M,,M,,,0,,0,,1.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.26,2013-08-26 00:00:00,ON,2013,8,26,23.1,,19.5,,26.6,,,M,,M,,M,,,0,,0,,5.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.27,2013-08-27 00:00:00,ON,2013,8,27,23.9,,17.6,,30.2,,,M,,M,,M,,,0,,0,,5.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.28,2013-08-28 00:00:00,ON,2013,8,28,23.1,,19.3,,26.9,,,M,,M,,M,,,0,,0,,5.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.29,2013-08-29 00:00:00,ON,2013,8,29,23,,16.7,,29.2,,,M,,M,,M,,,0,,0,,5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.30,2013-08-30 00:00:00,ON,2013,8,30,22.6,,16.2,,28.9,,,M,,M,,M,,,0,,0,,4.6,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.8.31,2013-08-31 00:00:00,ON,2013,8,31,20.9,,16.4,,25.4,,,M,,M,,M,,,0,,0,,2.9,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.1,2013-09-01 00:00:00,ON,2013,9,1,20.8,,16.8,,24.8,,,M,,M,,M,,,0,,0,,2.8,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.2,2013-09-02 00:00:00,ON,2013,9,2,18,,13.9,,22,,,M,,M,,M,,,0,,0,,0,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.3,2013-09-03 00:00:00,ON,2013,9,3,15.9,,11.8,,20,,,M,,M,,M,,,0,,0,,0,,2.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.4,2013-09-04 00:00:00,ON,2013,9,4,18.1,,10.8,,25.4,,,M,,M,,M,,,0,,0,,0.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.5,2013-09-05 00:00:00,ON,2013,9,5,11.8,,4.9,,18.6,,,M,,M,,M,,,0,,0,,0,,6.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.6,2013-09-06 00:00:00,ON,2013,9,6,12.6,,3.1,,22.1,,,M,,M,,M,,,0,,0,,0,,5.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.7,2013-09-07 00:00:00,ON,2013,9,7,16.3,,11.3,,21.2,,,M,,M,,M,,,0,,0,,0,,1.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.8,2013-09-08 00:00:00,ON,2013,9,8,16,,10.4,,21.5,,,M,,M,,M,,,0,,0,,0,,2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.9,2013-09-09 00:00:00,ON,2013,9,9,15.8,,8.3,,23.2,,,M,,M,,M,,,0,,0,,0,,2.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.10,2013-09-10 00:00:00,ON,2013,9,10,28.1,,21.5,,34.6,,,M,,M,,M,,,0,,0,,10.1,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.11,2013-09-11 00:00:00,ON,2013,9,11,25.7,,19.5,,31.8,,,M,,M,,M,,,0,,0,,7.7,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.12,2013-09-12 00:00:00,ON,2013,9,12,17.3,,13.1,,21.5,,,M,,M,,M,,,0,,0,,0,,0.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.13,2013-09-13 00:00:00,ON,2013,9,13,9.9,,5.8,,14,,,M,,M,,M,,,0,,0,,0,,8.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.14,2013-09-14 00:00:00,ON,2013,9,14,10.5,,2.7,,18.3,,,M,,M,,M,,,0,,0,,0,,7.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.15,2013-09-15 00:00:00,ON,2013,9,15,13,,7.8,,18.1,,,M,,M,,M,,,0,,0,,0,,5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.16,2013-09-16 00:00:00,ON,2013,9,16,10.1,,4.7,,15.4,,,M,,M,,M,,,0,,0,,0,,7.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.17,2013-09-17 00:00:00,ON,2013,9,17,10.8,,3.1,,18.4,,,M,,M,,M,,,0,,0,,0,,7.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.18,2013-09-18 00:00:00,ON,2013,9,18,14.3,,6.1,,22.4,,,M,,M,,M,,,0,,0,,0,,3.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.19,2013-09-19 00:00:00,ON,2013,9,19,16.5,,10,,23,,,M,,M,,M,,,0,,0,,0,,1.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.20,2013-09-20 00:00:00,ON,2013,9,20,21.3,,18.4,,24.1,,,M,,M,,M,,,0,,0,,3.3,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.21,2013-09-21 00:00:00,ON,2013,9,21,14.6,,10,,19.1,,,M,,M,,M,,,0,,0,,0,,3.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.22,2013-09-22 00:00:00,ON,2013,9,22,10.4,,8.2,,12.5,,,M,,M,,M,,,0,,0,,0,,7.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.23,2013-09-23 00:00:00,ON,2013,9,23,10.9,,5.1,,16.7,,,M,,M,,M,,,0,,0,,0,,7.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.24,2013-09-24 00:00:00,ON,2013,9,24,11.4,,3.2,,19.5,,,M,,M,,M,,,0,,0,,0,,6.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.25,2013-09-25 00:00:00,ON,2013,9,25,13.1,,4.9,,21.3,,,M,,M,,M,,,0,,0,,0,,4.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.26,2013-09-26 00:00:00,ON,2013,9,26,14.8,,6.3,,23.3,,,M,,M,,M,,,0,,0,,0,,3.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.27,2013-09-27 00:00:00,ON,2013,9,27,14.6,,7.4,,21.7,,,M,,M,,M,,,0,,0,,0,,3.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.28,2013-09-28 00:00:00,ON,2013,9,28,16.1,,9.5,,22.6,,,M,,M,,M,,,0,,0,,0,,1.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.29,2013-09-29 00:00:00,ON,2013,9,29,16,,11.5,,20.4,,,M,,M,,M,,,0,,0,,0,,2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.9.30,2013-09-30 00:00:00,ON,2013,9,30,15.9,,10.4,,21.4,,,M,,M,,M,,,0,,0,,0,,2.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.1,2013-10-01 00:00:00,ON,2013,10,1,16.9,,9.7,,24,,,M,,M,,M,,,0,,0,,0,,1.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.2,2013-10-02 00:00:00,ON,2013,10,2,16,,8.4,,23.5,,,M,,M,,M,,,0,,0,,0,,2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.3,2013-10-03 00:00:00,ON,2013,10,3,15.6,,7.4,,23.7,,,M,,M,,M,,,0,,0,,0,,2.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.4,2013-10-04 00:00:00,ON,2013,10,4,20.5,,16.1,,24.8,,,M,,M,,M,,,0,,0,,2.5,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.6,2013-10-06 00:00:00,ON,2013,10,6,18.2,,13.6,,22.7,,,M,,M,,M,,,0,,0,,0.2,,0,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.7,2013-10-07 00:00:00,ON,2013,10,7,10.6,,7.2,,14,,,M,,M,,M,,,0,,0,,0,,7.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.8,2013-10-08 00:00:00,ON,2013,10,8,11.9,,5.4,,18.3,,,M,,M,,M,,,0,,0,,0,,6.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.9,2013-10-09 00:00:00,ON,2013,10,9,12.9,,6.3,,19.5,,,M,,M,,M,,,0,,0,,0,,5.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.10,2013-10-10 00:00:00,ON,2013,10,10,13.1,,5.1,,21,,,M,,M,,M,,,0,,0,,0,,4.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.11,2013-10-11 00:00:00,ON,2013,10,11,13.3,,5,,21.5,,,M,,M,,M,,,0,,0,,0,,4.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.12,2013-10-12 00:00:00,ON,2013,10,12,15.1,,6.7,,23.5,,,M,,M,,M,,,0,,0,,0,,2.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.13,2013-10-13 00:00:00,ON,2013,10,13,12.4,,6.3,,18.4,,,M,,M,,M,,,0,,0,,0,,5.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.14,2013-10-14 00:00:00,ON,2013,10,14,11.1,,5.4,,16.7,,,M,,M,,M,,,0,,0,,0,,6.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.15,2013-10-15 00:00:00,ON,2013,10,15,12.1,,5.2,,19,,,M,,M,,M,,,0,,0,,0,,5.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.16,2013-10-16 00:00:00,ON,2013,10,16,15.2,,10.5,,19.9,,,M,,M,,M,,,0,,0,,0,,2.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.17,2013-10-17 00:00:00,ON,2013,10,17,11.7,,8.6,,14.7,,,M,,M,,M,,,0,,0,,0,,6.3,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.18,2013-10-18 00:00:00,ON,2013,10,18,10.2,,5,,15.4,,,M,,M,,M,,,0,,0,,0,,7.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.19,2013-10-19 00:00:00,ON,2013,10,19,6.3,,4,,8.6,,,M,,M,,M,,,0,,0,,0,,11.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.20,2013-10-20 00:00:00,ON,2013,10,20,7,,1.5,,12.5,,,M,,M,,M,,,0,,0,,0,,11,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.21,2013-10-21 00:00:00,ON,2013,10,21,8.9,,4.2,,13.5,,,M,,M,,M,,,0,,0,,0,,9.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.22,2013-10-22 00:00:00,ON,2013,10,22,4.4,,0.8,,7.9,,,M,,M,,M,,,0,,0,,0,,13.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.23,2013-10-23 00:00:00,ON,2013,10,23,3.9,,0.3,,7.4,,,M,,M,,M,,,0,,0,,0,,14.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.24,2013-10-24 00:00:00,ON,2013,10,24,3.6,,-0.6,,7.7,,,M,,M,,M,,,0,,0,,0,,14.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.26,2013-10-26 00:00:00,ON,2013,10,26,4.7,,2.3,,7,,,M,,M,,M,,,0,,0,,0,,13.3,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.27,2013-10-27 00:00:00,ON,2013,10,27,4.6,,0.9,,8.3,,,M,,M,,M,,,0,,0,,0,,13.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.28,2013-10-28 00:00:00,ON,2013,10,28,4.5,,0.9,,8,,,M,,M,,M,,,0,,0,,0,,13.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.29,2013-10-29 00:00:00,ON,2013,10,29,3,,-1.7,,7.7,,,M,,M,,M,,,0,,0,,0,,15,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.30,2013-10-30 00:00:00,ON,2013,10,30,7.3,,0.1,,14.5,,,M,,M,,M,,,0,,0,,0,,10.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.10.31,2013-10-31 00:00:00,ON,2013,10,31,12.1,,8.4,,15.7,,,M,,M,,M,,,0,,0,,0,,5.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.1,2013-11-01 00:00:00,ON,2013,11,1,11.1,,7,,15.2,,,M,,M,,M,,,0,,0,,0,,6.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.2,2013-11-02 00:00:00,ON,2013,11,2,4.1,,-0.1,,8.2,,,M,,M,,M,,,0,,0,,0,,13.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.3,2013-11-03 00:00:00,ON,2013,11,3,0.3,,-3.8,,4.3,,,M,,M,,M,,,0,,0,,0,,17.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.4,2013-11-04 00:00:00,ON,2013,11,4,1,,-3.5,,5.4,,,M,,M,,M,,,0,,0,,0,,17,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.5,2013-11-05 00:00:00,ON,2013,11,5,7,,-0.7,,14.7,,,M,,M,,M,,,0,,0,,0,,11,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.6,2013-11-06 00:00:00,ON,2013,11,6,9.6,,5.9,,13.2,,,M,,M,,M,,,0,,0,,0,,8.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.7,2013-11-07 00:00:00,ON,2013,11,7,3.5,,0.9,,6,,,M,,M,,M,,,0,,0,,0,,14.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.8,2013-11-08 00:00:00,ON,2013,11,8,2,,-1,,5,,,M,,M,,M,,,0,,0,,0,,16,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.9,2013-11-09 00:00:00,ON,2013,11,9,4.9,,-0.5,,10.3,,,M,,M,,M,,,0,,0,,0,,13.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.10,2013-11-10 00:00:00,ON,2013,11,10,3.2,,-0.7,,7,,,M,,M,,M,,,0,,0,,0,,14.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.11,2013-11-11 00:00:00,ON,2013,11,11,1.3,,-2.7,,5.2,,,M,,M,,M,,,0,,0,,0,,16.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.12,2013-11-12 00:00:00,ON,2013,11,12,-3.9,,-6.8,,-1,,,M,,M,,M,,,0,,0,,0,,21.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.13,2013-11-13 00:00:00,ON,2013,11,13,-1.5,,-5,,2.1,,,M,,M,,M,,,0,,0,,0,,19.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.14,2013-11-14 00:00:00,ON,2013,11,14,3,,-1.5,,7.4,,,M,,M,,M,,,0,,0,,0,,15,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.15,2013-11-15 00:00:00,ON,2013,11,15,6.6,,3.5,,9.7,,,M,,M,,M,,,0,,0,,0,,11.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.16,2013-11-16 00:00:00,ON,2013,11,16,6.4,,0.7,,12.1,,,M,,M,,M,,,0,,0,,0,,11.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.17,2013-11-17 00:00:00,ON,2013,11,17,12.1,,8.6,,15.6,,,M,,M,,M,,,0,,0,,0,,5.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.18,2013-11-18 00:00:00,ON,2013,11,18,4.8,,0.9,,8.6,,,M,,M,,M,,,0,,0,,0,,13.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.19,2013-11-19 00:00:00,ON,2013,11,19,-0.9,,-5.1,,3.3,,,M,,M,,M,,,0,,0,,0,,18.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.20,2013-11-20 00:00:00,ON,2013,11,20,-0.3,,-5.8,,5.2,,,M,,M,,M,,,0,,0,,0,,18.3,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.21,2013-11-21 00:00:00,ON,2013,11,21,2.8,,-1.1,,6.6,,,M,,M,,M,,,0,,0,,0,,15.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.22,2013-11-22 00:00:00,ON,2013,11,22,2.8,,-1.3,,6.8,,,M,,M,,M,,,0,,0,,0,,15.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.23,2013-11-23 00:00:00,ON,2013,11,23,-4.4,,-8.6,,-0.1,,,M,,M,,M,,,0,,0,,0,,22.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.24,2013-11-24 00:00:00,ON,2013,11,24,-8.5,,-10.8,,-6.2,,,M,,M,,M,,,0,,0,,0,,26.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.25,2013-11-25 00:00:00,ON,2013,11,25,-5.5,,-9.8,,-1.2,,,M,,M,,M,,,0,,0,,0,,23.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.26,2013-11-26 00:00:00,ON,2013,11,26,-1.1,,-2.3,,0.2,,,M,,M,,M,,,0,,0,,0,,19.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.27,2013-11-27 00:00:00,ON,2013,11,27,-3.9,,-7.3,,-0.5,,,M,,M,,M,,,0,,0,,0,,21.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.28,2013-11-28 00:00:00,ON,2013,11,28,-8.1,,-10.8,,-5.3,,,M,,M,,M,,,0,,0,,0,,26.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.29,2013-11-29 00:00:00,ON,2013,11,29,-6.6,,-10.2,,-3,,,M,,M,,M,,,0,,0,,0,,24.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.11.30,2013-11-30 00:00:00,ON,2013,11,30,-1.4,,-5.2,,2.5,,,M,,M,,M,,,0,,0,,0,,19.4,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.1,2013-12-01 00:00:00,ON,2013,12,1,0.8,,-0.9,,2.4,,,M,,M,,M,,,0,,0,,0,,17.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.2,2013-12-02 00:00:00,ON,2013,12,2,0.1,,-0.9,,1.1,,,M,,M,,M,,,0,,0,,0,,17.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.3,2013-12-03 00:00:00,ON,2013,12,3,-2.2,,-6.3,,2,,,M,,M,,M,,,0,,0,,0,,20.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.4,2013-12-04 00:00:00,ON,2013,12,4,3.3,,0.1,,6.5,,,M,,M,,M,,,0,,0,,0,,14.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.5,2013-12-05 00:00:00,ON,2013,12,5,6,,-0.4,,12.3,,,M,,M,,M,,,0,,0,,0,,12,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.6,2013-12-06 00:00:00,ON,2013,12,6,-2.8,,-5.2,,-0.4,,,M,,M,,M,,,0,,0,,0,,20.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.7,2013-12-07 00:00:00,ON,2013,12,7,-6.5,,-8.9,,-4.1,,,M,,M,,M,,,0,,0,,0,,24.5,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.8,2013-12-08 00:00:00,ON,2013,12,8,-6.8,,-9.9,,-3.7,,,M,,M,,M,,,0,,0,,0,,24.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.9,2013-12-09 00:00:00,ON,2013,12,9,-3.2,,-6.5,,0.2,,,M,,M,,M,,,0,,0,,0,,21.2,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.10,2013-12-10 00:00:00,ON,2013,12,10,-8.7,,-11,,-6.4,,,M,,M,,M,,,0,,0,,0,,26.7,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.11,2013-12-11 00:00:00,ON,2013,12,11,-8.8,,-11.1,,-6.4,,,M,,M,,M,,,0,,0,,0,,26.8,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.12,2013-12-12 00:00:00,ON,2013,12,12,-12,,-15.4,,-8.5,,,M,,M,,M,,,0,,0,,0,,30,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.13,2013-12-13 00:00:00,ON,2013,12,13,-7.9,,-10.8,,-5,,,M,,M,,M,,,0,,0,,0,,25.9,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.14,2013-12-14 00:00:00,ON,2013,12,14,-10.1,,-12,,-8.2,,,M,,M,,M,,,0,,0,,0,,28.1,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.15,2013-12-15 00:00:00,ON,2013,12,15,-8.6,,-12.2,,-5,,,M,,M,,M,,,0,,0,,0,,26.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.16,2013-12-16 00:00:00,ON,2013,12,16,-12.6,,-18.3,,-6.9,,,M,,M,,M,,,0,,0,,0,,30.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.17,2013-12-17 00:00:00,ON,2013,12,17,-8.6,,-12.7,,-4.4,,,M,,M,,M,,,0,,0,,0,,26.6,,,,,
-81.1511111111111,43.033055555555556,LONDON A,6144473,6144473.2013.12.18,2013-12-18 00:00:00,ON,2013,12,18,-4.5,,-6.6,,-2.3,,,M,,M,,M,,,0,,0,,0,,22.5,,,,,
